time,latitude,longitude,step,surface,valid_time,slhf,d2m,sp,str,lai_lv,t2m,u10,sshf,ssrd,lai_hv,v10,tp,e,strd,ssr,date,is_fire_day,railway_count,industrial_count,power_line_count
2006-01-01,58.5,-113.5,0 days 12:00:00,0.0,2006-01-01 12:00:00,-67158.0,265.4253,96811.75,-1149603.0,0.0,267.14087,-1.2617855,987732.0,0.0,1.1414795,0.978714,7.4893236e-05,-2.3184344e-05,11417647.0,0.0,2006-01-01,0,0,0,0
2006-01-01,58.5,-113.0,0 days 12:00:00,0.0,2006-01-01 12:00:00,-28578.0,265.74756,96665.75,-1245155.0,1.7897949,267.51782,-1.3560238,989010.0,0.0,1.144043,1.0216827,5.4433942e-05,-8.701347e-06,11267731.0,0.0,2006-01-01,0,0,0,0
2006-01-01,58.5,-112.5,0 days 12:00:00,0.0,2006-01-01 12:00:00,-116154.0,267.0171,96798.75,-1549632.0,2.0810547,268.65454,-1.5210629,1548224.0,0.0,1.3621826,1.6154327,5.1796436e-05,-4.0978193e-05,11192554.0,0.0,2006-01-01,0,0,0,0
2006-01-01,58.5,-112.0,0 days 12:00:00,0.0,2006-01-01 12:00:00,53416.0,267.42334,97162.75,-1299148.0,0.0,268.9397,-2.0557308,446468.0,0.0,0.0,2.8859406,8.3602965e-05,1.8844381e-05,11309136.0,0.0,2006-01-01,0,0,0,0
2006-01-01,58.5,-111.5,0 days 12:00:00,0.0,2006-01-01 12:00:00,-270244.0,267.98193,97418.75,-1434946.0,0.0,269.65454,-1.273016,1536284.0,0.0,1.1848145,2.4503937,0.00017055124,-9.5341355e-05,11517738.0,0.0,2006-01-01,0,0,0,0
2006-01-01,58.5,-111.0,0 days 12:00:00,0.0,2006-01-01 12:00:00,-329130.0,267.99365,97514.75,-1182771.0,0.8156738,270.02563,-0.8447933,1308310.0,0.0,1.6027832,2.2707062,0.0001623407,-0.00011611637,11777526.0,0.0,2006-01-01,0,0,0,0
2006-01-01,58.5,-110.5,0 days 12:00:00,0.0,2006-01-01 12:00:00,-357852.0,267.937,96809.75,-983048.0,0.0,270.38892,-1.1226254,1275672.0,0.0,1.21875,2.6203156,0.00016199797,-0.00012624916,12037386.0,0.0,2006-01-01,0,0,0,0
2006-01-01,58.5,-110.0,0 days 12:00:00,0.0,2006-01-01 12:00:00,-389186.0,267.67725,96648.75,-754577.0,0.0,270.3147,-0.9673519,1071482.0,0.0,1.1367188,2.3322296,0.00017739087,-0.00013730396,12229739.0,0.0,2006-01-01,0,0,0,0
2006-01-01,58.0,-120.0,0 days 12:00:00,0.0,2006-01-01 12:00:00,94660.0,264.57764,91348.75,-1735517.0,0.0,266.20532,-0.68561363,597064.0,0.0,1.329956,2.1310577,4.0382147e-06,3.725011e-05,9779624.0,0.0,2006-01-01,0,0,0,0
2006-01-01,58.0,-119.5,0 days 12:00:00,0.0,2006-01-01 12:00:00,121602.0,264.39795,90946.75,-1736155.0,0.0,265.80493,-0.49420738,509066.0,0.0,1.3725586,2.0265656,1.8626451e-06,4.7868118e-05,9811221.0,0.0,2006-01-01,0,0,0,0
