time,latitude,longitude,step,surface,valid_time,t2m,sp,u10,v10,d2m,tp,e,lai_lv,lai_hv,sshf,slhf,ssrd,strd,ssr,str,date,is_fire_day
2006-02-01,59.0,-117.0,0 days 12:00:00,0.0,2006-02-01 12:00:00,261.89246,93746.0,-1.8072205,1.9232864,260.26303,8.012355e-06,-6.9774687e-06,0.0,1.1887207,2105016.0,-23974.0,0.0,9082055.0,0.0,-2136198.0,2006-02-01,0
2006-02-01,59.0,-116.5,0 days 12:00:00,0.0,2006-02-01 12:00:00,263.1366,91516.0,-2.177826,1.7079544,261.31186,3.840029e-06,-1.3438985e-06,2.4781494,1.7437744,2434864.0,-588.0,0.0,8865597.0,0.0,-2400672.0,2006-02-01,0
2006-02-01,59.0,-116.0,0 days 12:00:00,0.0,2006-02-01 12:00:00,262.2245,89738.0,-1.9576111,1.2406693,260.5892,5.4493544e-06,8.896366e-05,0.0,1.0390625,2158420.0,226924.0,0.0,8817459.0,0.0,-2335166.0,2006-02-01,0
2006-02-01,59.0,-115.5,0 days 12:00:00,0.0,2006-02-01 12:00:00,259.96277,89395.0,-1.67099,0.99115753,258.5189,6.984174e-06,0.00012931321,0.0,1.0390625,1261568.0,334292.0,0.0,8897407.0,0.0,-1935558.0,2006-02-01,0
2006-02-01,59.0,-115.0,0 days 12:00:00,0.0,2006-02-01 12:00:00,259.44714,89477.0,-0.749115,0.37689972,258.0482,1.1067093e-05,3.0170195e-05,0.0,1.0908203,552904.0,75556.0,0.0,8944375.0,0.0,-1428657.0,2006-02-01,0
2006-02-01,59.0,-114.5,0 days 12:00:00,0.0,2006-02-01 12:00:00,257.31433,91022.0,0.19961548,-0.30864716,255.5599,8.258224e-06,4.7273934e-06,0.0,1.201416,151888.0,12078.0,0.0,8775129.0,0.0,-1136398.0,2006-02-01,0
2006-02-01,59.0,-114.0,0 days 12:00:00,0.0,2006-02-01 12:00:00,254.00185,92557.0,0.7406311,-0.53276825,251.92319,8.1017615e-06,3.6973506e-07,0.0,1.4337158,322832.0,-1578.0,0.0,8546439.0,0.0,-1237254.0,2006-02-01,0
2006-02-01,59.0,-113.5,0 days 12:00:00,0.0,2006-02-01 12:00:00,255.32997,96164.0,-0.13046265,-0.4326706,253.29623,1.1298061e-05,-2.2854656e-06,0.0,1.2313232,393260.0,-9606.0,0.0,8397709.0,0.0,-1325823.0,2006-02-01,0
2006-02-01,59.0,-113.0,0 days 12:00:00,0.0,2006-02-01 12:00:00,257.2987,96316.0,-1.6914978,0.42621613,255.38217,1.2139976e-05,4.422851e-05,0.0,1.1915283,1596364.0,107642.0,0.0,8605631.0,0.0,-1878980.0,2006-02-01,0
2006-02-01,59.0,-112.5,0 days 12:00:00,0.0,2006-02-01 12:00:00,258.96082,96370.0,-1.9385681,1.0468216,257.07748,1.3898313e-05,6.1979517e-06,0.0,1.1799316,1857700.0,5872.0,0.0,8742839.0,0.0,-1902884.0,2006-02-01,0
2006-02-01,59.0,-112.0,0 days 12:00:00,0.0,2006-02-01 12:00:00,259.71082,96751.0,-2.3692322,1.5434036,257.59897,3.555715e-05,-1.1567958e-05,0.0,1.0904541,2291560.0,-31372.0,0.0,8893459.0,0.0,-1743851.0,2006-02-01,0
