Time,Latitude,Longitude,Elevation
193922073.83538398,-49.762183,261.644717,-6.511
193922073.860384,-49.760645,261.644351,-6.398000000000001
193922073.885384,-49.759105999999996,261.643986,-8.592
193922073.910384,-49.757566999999995,261.643624,-7.8
193922073.935384,-49.756028,261.643264,-5.8020000000000005
193922073.96038398,-49.754490999999994,261.642908,-7.321
193922073.985384,-49.752953999999995,261.642555,-6.413
193922074.010384,-49.751418,261.642202,-7.287
193922074.035384,-49.749882,261.64185,-6.476
193922074.060384,-49.748349,261.641497,-7.25
193922074.08538398,-49.746815999999995,261.641144,-6.01
193922074.110384,-49.745283,261.640789,-5.135
193922074.135385,-49.743749,261.640433,-6.484
193922074.160385,-49.742211999999995,261.64007499999997,-7.426
193922074.18538502,-49.740674,261.63971499999997,-7.417
193922074.210385,-49.739135,261.63935499999997,-8.131
193922074.235385,-49.737597,261.63899599999996,-6.3740000000000006
193922074.260385,-49.736059,261.638639,-5.237
193922074.285385,-49.734521,261.638283,-6.859
193922074.31038502,-49.732983999999995,261.637928,-6.671
193922074.335385,-49.731448,261.63757499999997,-6.390000000000001
193922074.360385,-49.729914,261.637224,-6.398000000000001
193922074.385385,-49.728381,261.636873,-8.726
193922074.410385,-49.726848,261.636523,-6.493
193922074.43538502,-49.725314,261.636171,-5.237
193922074.460385,-49.723776,261.635815,-6.763
193922074.485385,-49.722238,261.635457,-7.314
193922074.510385,-49.7207,261.63509799999997,-6.947
193922074.535385,-49.719162,261.634736,-6.422
193922074.56038502,-49.717625999999996,261.63437,-6.599
193922074.585385,-49.716091,261.634002,-7.7490000000000006
193922074.610385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922074.635385,-49.713021,261.633264,-7.431
193922074.660385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922074.68538502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922074.710385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922074.735385,-49.706885,261.63178899999997,-7.392
193922074.760385,-49.705349,261.631427,-7.097
193922074.785385,-49.703812,261.631067,-6.357
193922074.81038502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922074.835385,-49.700738,261.63035099999996,-6.219
193922074.860385,-49.699202,261.629995,-5.3340000000000005
193922074.885385,-49.697666,261.62964,-7.835
193922074.910385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922074.93538502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922074.960385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922074.985385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.010385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.035385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.06038502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.085385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.110385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.135384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.160384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.185384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.21038398,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.235384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.260384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.285384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.310384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.33538398,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.360384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.385384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.410384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.435384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.46038398,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.485384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.510384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.535384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.560384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.58538398,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.610384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.635384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.660384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.685384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.71038398,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.735384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.760384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.785384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.810384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.83538398,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.860384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.885384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.910384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.935384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.96038398,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922075.985384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.010384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.035384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.060384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.08538398,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.110384,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.135385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.160385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.18538502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.210385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.235385,-49.614725,261.610367,-6.7330000000000005
193922076.260385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.285385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.31038502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.335385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.360385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.385385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.410385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.43538502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.460385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.485385,-49.599381,261.60674,-6.712
193922076.510385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.535385,-49.596309999999995,261.60603,-5.337
193922076.56038502,-49.59477,261.605677,-6.731
193922076.585385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.610385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.635385,-49.590149,261.60461599999996,-7.33
193922076.660385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.68538502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.710385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.735385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.760385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.785385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.81038502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.835385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.860385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.885385,-49.574794999999995,261.601061,-5.643
193922076.910385,-49.573257,261.60071,-6.3740000000000006
193922076.93538502,-49.571718,261.60035799999997,-7.3100000000000005
193922076.960385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922076.985385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.010385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.035385,-49.565559,261.598946,-7.0360000000000005
193922077.06038502,-49.564023999999996,261.598586,-7.206
193922077.085385,-49.562489,261.598225,-6.522
193922077.110385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.135385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.160385,-49.55789,261.597137,-7.1080000000000005
193922077.18538502,-49.556357,261.596774,-6.601
193922077.210385,-49.554823999999996,261.596412,-7.3420000000000005
193922077.235385,-49.553289,261.596051,-6.292
193922077.260385,-49.551752,261.595691,-5.441
193922077.285385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.31038502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.335385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.360385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.385385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.410385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.43538502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.460385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.485385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.510385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.535385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.56038502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.585385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.610385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.635385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.660385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.68538502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.710385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.735385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.760385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.785385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.81038502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.835385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.860385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.885385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.910385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.93538502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.960385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922077.985385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922078.010385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922078.035385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922078.06038502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922078.085385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922078.110385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.135385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.160385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.18538502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.210385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.235385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.260385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.285385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.31038502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.335385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.360385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.385385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.410385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.43538502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.460385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.485385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.510385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.535385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.56038502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.585385,-49.286012,261.534202,-6.054
193922081.610385,-49.284479999999995,261.533843,-7.005
193922081.635385,-49.282948,261.533484,-6.681
193922081.660385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.68538502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.710385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.735385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.760385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.785385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.81038502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.835385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.860385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.885385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.910385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.93538502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.960385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922081.985385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922082.010385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922082.035385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922082.06038502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922082.085385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922082.110385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.135385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.160385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.18538502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.210385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.235385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.260385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.285385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.31038502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.335385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.360385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.385385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.410385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.43538502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.460385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.485385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.510385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.535385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.56038502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.585385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.610385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.635385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.660385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.68538502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.710385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.735385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.760385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.785385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.81038502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.835385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.860385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.885385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.910385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.93538502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.960385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922097.985385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.010385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.035385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.06038502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.085385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.110385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.135385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.160385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.18538502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.210385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.235385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.260385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.285385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.31038502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.335385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.360385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.385385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.410385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.43538502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.460385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.485385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.510385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.535385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.56038502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.585385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.610385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.635385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.660385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.68538502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.710385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.735385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.760385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.785385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.81038502,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.835385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.860385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
193922098.885385,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308
