fid,date_group,local_striketime,gmt_striketime,mst_striketime,latitude,longitude,strength,multiplicity
194,2023/04/24 00:00:00,2023/04/24 19:05:41,2023/04/25 01:05:41,2023/04/24 18:05:41,50.3542,-112.1763,-16,1
195,2023/04/25 00:00:00,2023/04/25 08:12:20,2023/04/25 14:12:20,2023/04/25 07:12:20,55.6703,-116.1532,-19,2
196,2023/04/25 00:00:00,2023/04/25 08:12:20,2023/04/25 14:12:20,2023/04/25 07:12:20,55.6769,-116.1566,-39,2
197,2023/04/25 00:00:00,2023/04/25 08:15:56,2023/04/25 14:15:56,2023/04/25 07:15:56,55.6986,-116.1195,-19,0
198,2023/04/25 00:00:00,2023/04/25 08:18:28,2023/04/25 14:18:28,2023/04/25 07:18:28,55.7159,-116.0861,-45,3
199,2023/04/25 00:00:00,2023/04/25 11:08:05,2023/04/25 17:08:05,2023/04/25 10:08:05,55.8871,-112.8393,11,0
200,2023/04/25 00:00:00,2023/04/25 11:08:05,2023/04/25 17:08:05,2023/04/25 10:08:05,55.7526,-113.355,-17,1
201,2023/04/25 00:00:00,2023/04/25 11:10:01,2023/04/25 17:10:01,2023/04/25 10:10:01,55.7856,-113.3681,-41,1
202,2023/04/25 00:00:00,2023/04/25 11:10:01,2023/04/25 17:10:01,2023/04/25 10:10:01,55.7908,-113.3729,-15,1
203,2023/04/25 00:00:00,2023/04/25 11:11:27,2023/04/25 17:11:27,2023/04/25 10:11:27,55.7951,-113.3633,-77,1
204,2023/04/25 00:00:00,2023/04/25 11:13:05,2023/04/25 17:13:05,2023/04/25 10:13:05,55.793,-113.3676,-25,1
205,2023/04/25 00:00:00,2023/04/25 11:14:56,2023/04/25 17:14:56,2023/04/25 10:14:56,55.8013,-113.3457,-18,0
206,2023/04/25 00:00:00,2023/04/25 11:48:03,2023/04/25 17:48:03,2023/04/25 10:48:03,55.2536,-112.8409,15,0
207,2023/04/25 00:00:00,2023/04/25 11:48:04,2023/04/25 17:48:04,2023/04/25 10:48:04,55.1123,-113.0944,14,0
208,2023/04/25 00:00:00,2023/04/25 11:48:55,2023/04/25 17:48:55,2023/04/25 10:48:55,55.1214,-113.0817,-16,1
209,2023/04/25 00:00:00,2023/04/25 11:50:06,2023/04/25 17:50:06,2023/04/25 10:50:06,55.1083,-113.0608,184,1
210,2023/04/25 00:00:00,2023/04/25 11:50:23,2023/04/25 17:50:23,2023/04/25 10:50:23,55.234,-113.1563,-25,1
211,2023/04/25 00:00:00,2023/04/25 11:52:50,2023/04/25 17:52:50,2023/04/25 10:52:50,55.1588,-113.0332,23,1
212,2023/04/25 00:00:00,2023/04/25 11:53:55,2023/04/25 17:53:55,2023/04/25 10:53:55,55.1537,-113.04,124,1
213,2023/04/25 00:00:00,2023/04/25 11:55:03,2023/04/25 17:55:03,2023/04/25 10:55:03,55.1659,-113.016,-13,1
214,2023/04/25 00:00:00,2023/04/25 11:55:29,2023/04/25 17:55:29,2023/04/25 10:55:29,55.1526,-113.1034,15,1
215,2023/04/25 00:00:00,2023/04/25 11:59:27,2023/04/25 17:59:27,2023/04/25 10:59:27,55.1872,-113.025,-17,1
216,2023/04/25 00:00:00,2023/04/25 11:59:53,2023/04/25 17:59:53,2023/04/25 10:59:53,55.2108,-113.0531,-27,1
217,2023/04/25 00:00:00,2023/04/25 12:01:14,2023/04/25 18:01:14,2023/04/25 11:01:14,56.7883,-112.7477,8,0
218,2023/04/25 00:00:00,2023/04/25 12:02:41,2023/04/25 18:02:41,2023/04/25 11:02:41,56.8042,-112.7043,11,0
219,2023/04/25 00:00:00,2023/04/25 12:02:49,2023/04/25 18:02:49,2023/04/25 11:02:49,55.166,-112.9759,-75,2
220,2023/04/25 00:00:00,2023/04/25 12:06:13,2023/04/25 18:06:13,2023/04/25 11:06:13,55.1756,-112.9304,-259,1
221,2023/04/25 00:00:00,2023/04/25 12:06:13,2023/04/25 18:06:13,2023/04/25 11:06:13,55.1868,-112.8722,-17,1
222,2023/04/25 00:00:00,2023/04/25 12:08:09,2023/04/25 18:08:09,2023/04/25 11:08:09,56.8433,-112.7199,-14,2
223,2023/04/25 00:00:00,2023/04/25 12:10:22,2023/04/25 18:10:22,2023/04/25 11:10:22,57.203,-112.8954,-9,0
224,2023/04/25 00:00:00,2023/04/25 12:10:22,2023/04/25 18:10:22,2023/04/25 11:10:22,56.6025,-112.781,52,1
225,2023/04/25 00:00:00,2023/04/25 12:11:05,2023/04/25 18:11:05,2023/04/25 11:11:05,56.8428,-112.7475,-9,1
226,2023/04/25 00:00:00,2023/04/25 12:14:00,2023/04/25 18:14:00,2023/04/25 11:14:00,56.8845,-112.7055,38,1
227,2023/04/25 00:00:00,2023/04/25 12:15:43,2023/04/25 18:15:43,2023/04/25 11:15:43,54.2853,-113.3929,-10,0
228,2023/04/25 00:00:00,2023/04/25 12:16:40,2023/04/25 18:16:40,2023/04/25 11:16:40,54.4018,-113.3636,-24,2
229,2023/04/25 00:00:00,2023/04/25 12:16:50,2023/04/25 18:16:50,2023/04/25 11:16:50,56.8451,-112.7197,28,1
230,2023/04/25 00:00:00,2023/04/25 12:17:55,2023/04/25 18:17:55,2023/04/25 11:17:55,54.9077,-112.6056,-13,0
231,2023/04/25 00:00:00,2023/04/25 12:17:57,2023/04/25 18:17:57,2023/04/25 11:17:57,54.4107,-113.3047,-8,3
232,2023/04/25 00:00:00,2023/04/25 12:17:58,2023/04/25 18:17:58,2023/04/25 11:17:58,54.4224,-113.4672,-79,3
233,2023/04/25 00:00:00,2023/04/25 12:19:17,2023/04/25 18:19:17,2023/04/25 11:19:17,56.8913,-112.6664,8,0
234,2023/04/25 00:00:00,2023/04/25 12:19:26,2023/04/25 18:19:26,2023/04/25 11:19:26,54.4256,-113.3108,-12,1
235,2023/04/25 00:00:00,2023/04/25 12:20:23,2023/04/25 18:20:23,2023/04/25 11:20:23,56.9165,-112.6832,10,0
236,2023/04/25 00:00:00,2023/04/25 12:20:59,2023/04/25 18:20:59,2023/04/25 11:20:59,54.4147,-113.2849,-8,0
237,2023/04/25 00:00:00,2023/04/25 12:21:56,2023/04/25 18:21:56,2023/04/25 11:21:56,54.4416,-113.3015,-18,1
238,2023/04/25 00:00:00,2023/04/25 12:22:01,2023/04/25 18:22:01,2023/04/25 11:22:01,56.9236,-112.6649,11,1
239,2023/04/25 00:00:00,2023/04/25 12:22:01,2023/04/25 18:22:01,2023/04/25 11:22:01,56.8774,-112.6456,21,1
240,2023/04/25 00:00:00,2023/04/25 12:22:08,2023/04/25 18:22:08,2023/04/25 11:22:08,53.7568,-113.8694,-7,0
241,2023/04/25 00:00:00,2023/04/25 12:23:12,2023/04/25 18:23:12,2023/04/25 11:23:12,54.4323,-113.2878,-18,0
242,2023/04/25 00:00:00,2023/04/25 12:23:39,2023/04/25 18:23:39,2023/04/25 11:23:39,56.9259,-112.6599,8,0
243,2023/04/25 00:00:00,2023/04/25 12:24:34,2023/04/25 18:24:34,2023/04/25 11:24:34,54.3005,-113.3355,-10,0
244,2023/04/25 00:00:00,2023/04/25 12:24:55,2023/04/25 18:24:55,2023/04/25 11:24:55,53.7584,-113.9052,-12,0
245,2023/04/25 00:00:00,2023/04/25 12:26:23,2023/04/25 18:26:23,2023/04/25 11:26:23,53.3899,-113.9938,-27,0
246,2023/04/25 00:00:00,2023/04/25 12:27:22,2023/04/25 18:27:22,2023/04/25 11:27:22,54.174,-114.2346,-12,0
247,2023/04/25 00:00:00,2023/04/25 12:28:21,2023/04/25 18:28:21,2023/04/25 11:28:21,54.0787,-113.5332,18,3
248,2023/04/25 00:00:00,2023/04/25 12:29:50,2023/04/25 18:29:50,2023/04/25 11:29:50,53.6294,-113.8743,-16,0
249,2023/04/25 00:00:00,2023/04/25 12:29:56,2023/04/25 18:29:56,2023/04/25 11:29:56,54.0112,-113.4939,8,0
250,2023/04/25 00:00:00,2023/04/25 12:30:32,2023/04/25 18:30:32,2023/04/25 11:30:32,54.7663,-112.7678,-12,1
251,2023/04/25 00:00:00,2023/04/25 12:32:30,2023/04/25 18:32:30,2023/04/25 11:32:30,54.0194,-113.4796,-8,0
252,2023/04/25 00:00:00,2023/04/25 12:32:31,2023/04/25 18:32:31,2023/04/25 11:32:31,54.0896,-113.5006,-14,2
253,2023/04/25 00:00:00,2023/04/25 12:32:32,2023/04/25 18:32:32,2023/04/25 11:32:32,54.1973,-113.5179,-26,2
254,2023/04/25 00:00:00,2023/04/25 12:32:32,2023/04/25 18:32:32,2023/04/25 11:32:32,54.2238,-113.3311,-20,1
255,2023/04/25 00:00:00,2023/04/25 12:32:32,2023/04/25 18:32:32,2023/04/25 11:32:32,54.3986,-113.2497,-12,1
256,2023/04/25 00:00:00,2023/04/25 12:32:32,2023/04/25 18:32:32,2023/04/25 11:32:32,54.3769,-113.2305,27,1
257,2023/04/25 00:00:00,2023/04/25 12:34:27,2023/04/25 18:34:27,2023/04/25 11:34:27,54.5168,-113.0245,-11,0
258,2023/04/25 00:00:00,2023/04/25 12:37:03,2023/04/25 18:37:03,2023/04/25 11:37:03,53.7478,-113.6826,-32,1
259,2023/04/25 00:00:00,2023/04/25 12:37:22,2023/04/25 18:37:22,2023/04/25 11:37:22,53.758,-113.6924,-9,1
260,2023/04/25 00:00:00,2023/04/25 12:37:45,2023/04/25 18:37:45,2023/04/25 11:37:45,54.3411,-112.9274,-13,0
261,2023/04/25 00:00:00,2023/04/25 12:37:45,2023/04/25 18:37:45,2023/04/25 11:37:45,54.521,-113.086,-58,1
262,2023/04/25 00:00:00,2023/04/25 12:37:46,2023/04/25 18:37:46,2023/04/25 11:37:46,54.2136,-113.3128,11,3
263,2023/04/25 00:00:00,2023/04/25 12:37:46,2023/04/25 18:37:46,2023/04/25 11:37:46,54.1829,-113.3223,-8,0
264,2023/04/25 00:00:00,2023/04/25 12:37:46,2023/04/25 18:37:46,2023/04/25 11:37:46,54.1855,-113.324,-39,3
265,2023/04/25 00:00:00,2023/04/25 12:37:50,2023/04/25 18:37:50,2023/04/25 11:37:50,53.7426,-113.726,-15,1
266,2023/04/25 00:00:00,2023/04/25 12:39:02,2023/04/25 18:39:02,2023/04/25 11:39:02,53.7515,-113.7112,-8,0
267,2023/04/25 00:00:00,2023/04/25 12:39:54,2023/04/25 18:39:54,2023/04/25 11:39:54,53.6343,-113.9527,-21,1
268,2023/04/25 00:00:00,2023/04/25 12:40:48,2023/04/25 18:40:48,2023/04/25 11:40:48,54.5451,-113.057,-89,1
269,2023/04/25 00:00:00,2023/04/25 12:40:48,2023/04/25 18:40:48,2023/04/25 11:40:48,54.5818,-112.9083,-9,1
270,2023/04/25 00:00:00,2023/04/25 12:41:46,2023/04/25 18:41:46,2023/04/25 11:41:46,53.7638,-113.6879,-13,0
271,2023/04/25 00:00:00,2023/04/25 12:42:38,2023/04/25 18:42:38,2023/04/25 11:42:38,53.7555,-113.6969,-14,0
272,2023/04/25 00:00:00,2023/04/25 12:42:40,2023/04/25 18:42:40,2023/04/25 11:42:40,54.4,-113.1619,16,0
273,2023/04/25 00:00:00,2023/04/25 12:42:41,2023/04/25 18:42:41,2023/04/25 11:42:41,54.166,-113.4305,-31,1
274,2023/04/25 00:00:00,2023/04/25 12:43:20,2023/04/25 18:43:20,2023/04/25 11:43:20,54.7623,-112.5116,-10,0
275,2023/04/25 00:00:00,2023/04/25 12:43:20,2023/04/25 18:43:20,2023/04/25 11:43:20,54.6427,-112.7822,21,0
276,2023/04/25 00:00:00,2023/04/25 12:44:34,2023/04/25 18:44:34,2023/04/25 11:44:34,54.4893,-113.0934,-10,1
277,2023/04/25 00:00:00,2023/04/25 12:44:34,2023/04/25 18:44:34,2023/04/25 11:44:34,54.3272,-113.1696,-10,1
278,2023/04/25 00:00:00,2023/04/25 12:44:50,2023/04/25 18:44:50,2023/04/25 11:44:50,53.8442,-113.5943,-23,0
279,2023/04/25 00:00:00,2023/04/25 12:45:22,2023/04/25 18:45:22,2023/04/25 11:45:22,53.7572,-113.6881,-14,1
280,2023/04/25 00:00:00,2023/04/25 12:46:23,2023/04/25 18:46:23,2023/04/25 11:46:23,53.8503,-113.5803,-19,0
281,2023/04/25 00:00:00,2023/04/25 12:47:00,2023/04/25 18:47:00,2023/04/25 11:47:00,56.9122,-112.3533,-11,2
282,2023/04/25 00:00:00,2023/04/25 12:47:00,2023/04/25 18:47:00,2023/04/25 11:47:00,56.9664,-112.5379,-8,2
283,2023/04/25 00:00:00,2023/04/25 12:48:49,2023/04/25 18:48:49,2023/04/25 11:48:49,56.9566,-112.3867,15,1
284,2023/04/25 00:00:00,2023/04/25 12:48:49,2023/04/25 18:48:49,2023/04/25 11:48:49,56.9513,-112.2294,-16,1
285,2023/04/25 00:00:00,2023/04/25 12:48:52,2023/04/25 18:48:52,2023/04/25 11:48:52,53.6348,-113.8393,-29,1
286,2023/04/25 00:00:00,2023/04/25 12:48:52,2023/04/25 18:48:52,2023/04/25 11:48:52,54.1042,-113.11,-19,3
287,2023/04/25 00:00:00,2023/04/25 12:48:52,2023/04/25 18:48:52,2023/04/25 11:48:52,54.1097,-113.0953,129,3
288,2023/04/25 00:00:00,2023/04/25 12:48:53,2023/04/25 18:48:53,2023/04/25 11:48:53,54.5785,-112.9299,-61,1
289,2023/04/25 00:00:00,2023/04/25 12:49:11,2023/04/25 18:49:11,2023/04/25 11:49:11,53.7647,-113.6578,-7,0
290,2023/04/25 00:00:00,2023/04/25 12:49:43,2023/04/25 18:49:43,2023/04/25 11:49:43,53.8588,-113.5343,-16,0
291,2023/04/25 00:00:00,2023/04/25 12:49:44,2023/04/25 18:49:44,2023/04/25 11:49:44,53.8775,-113.566,-13,1
292,2023/04/25 00:00:00,2023/04/25 12:51:13,2023/04/25 18:51:13,2023/04/25 11:51:13,57.0633,-112.5663,24,1
293,2023/04/25 00:00:00,2023/04/25 12:51:15,2023/04/25 18:51:15,2023/04/25 11:51:15,53.6827,-113.7558,-7,1
294,2023/04/25 00:00:00,2023/04/25 12:51:46,2023/04/25 18:51:46,2023/04/25 11:51:46,54.1029,-113.1307,-10,0
295,2023/04/25 00:00:00,2023/04/25 12:53:08,2023/04/25 18:53:08,2023/04/25 11:53:08,54.1163,-113.0596,-16,0
296,2023/04/25 00:00:00,2023/04/25 12:55:53,2023/04/25 18:55:53,2023/04/25 11:55:53,53.7012,-113.739,-8,0
297,2023/04/25 00:00:00,2023/04/25 12:56:05,2023/04/25 18:56:05,2023/04/25 11:56:05,54.1474,-113.1014,-26,2
298,2023/04/25 00:00:00,2023/04/25 12:56:05,2023/04/25 18:56:05,2023/04/25 11:56:05,54.5215,-113.0126,-32,2
299,2023/04/25 00:00:00,2023/04/25 12:56:05,2023/04/25 18:56:05,2023/04/25 11:56:05,54.2428,-113.2583,-60,2
300,2023/04/25 00:00:00,2023/04/25 12:56:05,2023/04/25 18:56:05,2023/04/25 11:56:05,54.5175,-113.0136,-104,2
301,2023/04/25 00:00:00,2023/04/25 12:56:06,2023/04/25 18:56:06,2023/04/25 11:56:06,54.6565,-112.7917,-55,1
302,2023/04/25 00:00:00,2023/04/25 12:56:36,2023/04/25 18:56:36,2023/04/25 11:56:36,57.0255,-112.2705,7,1
303,2023/04/25 00:00:00,2023/04/25 12:56:36,2023/04/25 18:56:36,2023/04/25 11:56:36,57.0276,-112.1723,-69,1
304,2023/04/25 00:00:00,2023/04/25 12:58:13,2023/04/25 18:58:13,2023/04/25 11:58:13,57.0288,-112.1555,-36,1
305,2023/04/25 00:00:00,2023/04/25 12:58:13,2023/04/25 18:58:13,2023/04/25 11:58:13,57.0601,-112.3623,-33,1
306,2023/04/25 00:00:00,2023/04/25 12:58:13,2023/04/25 18:58:13,2023/04/25 11:58:13,57.033,-112.3096,13,1
307,2023/04/25 00:00:00,2023/04/25 12:58:14,2023/04/25 18:58:14,2023/04/25 11:58:14,57.0607,-112.3624,13,1
308,2023/04/25 00:00:00,2023/04/25 12:58:22,2023/04/25 18:58:22,2023/04/25 11:58:22,54.058,-113.0909,-11,0
309,2023/04/25 00:00:00,2023/04/25 12:58:22,2023/04/25 18:58:22,2023/04/25 11:58:22,54.254,-112.8659,-30,2
310,2023/04/25 00:00:00,2023/04/25 13:00:05,2023/04/25 19:00:05,2023/04/25 12:00:05,54.1329,-112.9875,-26,0
311,2023/04/25 00:00:00,2023/04/25 13:00:17,2023/04/25 19:00:17,2023/04/25 12:00:17,57.0427,-112.2298,-12,1
312,2023/04/25 00:00:00,2023/04/25 13:02:08,2023/04/25 19:02:08,2023/04/25 12:02:08,53.7193,-113.6327,-23,0
313,2023/04/25 00:00:00,2023/04/25 13:02:21,2023/04/25 19:02:21,2023/04/25 12:02:21,57.0712,-112.1909,15,0
314,2023/04/25 00:00:00,2023/04/25 13:02:34,2023/04/25 19:02:34,2023/04/25 12:02:34,54.4125,-112.6762,-9,0
315,2023/04/25 00:00:00,2023/04/25 13:02:35,2023/04/25 19:02:35,2023/04/25 12:02:35,54.6151,-112.7668,-100,2
316,2023/04/25 00:00:00,2023/04/25 13:03:21,2023/04/25 19:03:21,2023/04/25 12:03:21,57.0638,-112.2598,-16,0
317,2023/04/25 00:00:00,2023/04/25 13:05:16,2023/04/25 19:05:16,2023/04/25 12:05:16,53.6363,-113.6876,-11,0
318,2023/04/25 00:00:00,2023/04/25 13:05:51,2023/04/25 19:05:51,2023/04/25 12:05:51,57.1333,-112.2262,-19,1
319,2023/04/25 00:00:00,2023/04/25 13:06:22,2023/04/25 19:06:22,2023/04/25 12:06:22,57.1699,-112.2826,-13,0
320,2023/04/25 00:00:00,2023/04/25 13:07:01,2023/04/25 19:07:01,2023/04/25 12:07:01,54.5981,-112.1049,-19,1
321,2023/04/25 00:00:00,2023/04/25 13:07:01,2023/04/25 19:07:01,2023/04/25 12:07:01,54.1109,-112.917,-24,1
322,2023/04/25 00:00:00,2023/04/25 13:07:01,2023/04/25 19:07:01,2023/04/25 12:07:01,55.7368,-113.7797,10,0
323,2023/04/25 00:00:00,2023/04/25 13:09:51,2023/04/25 19:09:51,2023/04/25 12:09:51,57.1131,-112.2208,29,1
324,2023/04/25 00:00:00,2023/04/25 13:13:12,2023/04/25 19:13:12,2023/04/25 12:13:12,57.1706,-112.3468,-9,0
325,2023/04/25 00:00:00,2023/04/25 13:16:38,2023/04/25 19:16:38,2023/04/25 12:16:38,54.4697,-112.6605,-131,4
326,2023/04/25 00:00:00,2023/04/25 13:19:39,2023/04/25 19:19:39,2023/04/25 12:19:39,57.2328,-112.0955,-13,2
327,2023/04/25 00:00:00,2023/04/25 13:20:01,2023/04/25 19:20:01,2023/04/25 12:20:01,54.636,-112.3733,-7,1
328,2023/04/25 00:00:00,2023/04/25 13:20:01,2023/04/25 19:20:01,2023/04/25 12:20:01,54.65,-112.3762,-12,1
329,2023/04/25 00:00:00,2023/04/25 13:21:08,2023/04/25 19:21:08,2023/04/25 12:21:08,57.3332,-112.2997,-35,1
330,2023/04/25 00:00:00,2023/04/25 13:22:38,2023/04/25 19:22:38,2023/04/25 12:22:38,57.4617,-112.1081,-16,1
331,2023/04/25 00:00:00,2023/04/25 13:22:39,2023/04/25 19:22:39,2023/04/25 12:22:39,57.3188,-112.2853,69,1
332,2023/04/25 00:00:00,2023/04/25 13:22:39,2023/04/25 19:22:39,2023/04/25 12:22:39,57.2783,-112.3492,14,0
333,2023/04/25 00:00:00,2023/04/25 13:23:41,2023/04/25 19:23:41,2023/04/25 12:23:41,54.2938,-112.6475,-14,1
334,2023/04/25 00:00:00,2023/04/25 13:24:54,2023/04/25 19:24:54,2023/04/25 12:24:54,54.3106,-112.6783,-15,1
335,2023/04/25 00:00:00,2023/04/25 13:24:55,2023/04/25 19:24:55,2023/04/25 12:24:55,54.297,-112.631,-14,1
336,2023/04/25 00:00:00,2023/04/25 13:26:34,2023/04/25 19:26:34,2023/04/25 12:26:34,57.2084,-112.1035,-13,1
337,2023/04/25 00:00:00,2023/04/25 13:26:34,2023/04/25 19:26:34,2023/04/25 12:26:34,57.3584,-112.2629,-10,1
338,2023/04/25 00:00:00,2023/04/25 13:31:18,2023/04/25 19:31:18,2023/04/25 12:31:18,57.3413,-112.243,68,1
339,2023/04/25 00:00:00,2023/04/25 13:32:30,2023/04/25 19:32:30,2023/04/25 12:32:30,57.3665,-112.1654,52,1
340,2023/04/25 00:00:00,2023/04/25 13:33:46,2023/04/25 19:33:46,2023/04/25 12:33:46,55.1101,-118.0438,15,0
341,2023/04/25 00:00:00,2023/04/25 13:38:52,2023/04/25 19:38:52,2023/04/25 12:38:52,54.2003,-112.4432,-8,1
342,2023/04/25 00:00:00,2023/04/25 13:38:52,2023/04/25 19:38:52,2023/04/25 12:38:52,54.2114,-112.4308,-14,1
343,2023/04/25 00:00:00,2023/04/25 13:40:28,2023/04/25 19:40:28,2023/04/25 12:40:28,54.203,-112.4347,-14,1
344,2023/04/25 00:00:00,2023/04/25 13:40:28,2023/04/25 19:40:28,2023/04/25 12:40:28,54.2102,-112.4488,-9,1
345,2023/04/25 00:00:00,2023/04/25 13:40:28,2023/04/25 19:40:28,2023/04/25 12:40:28,54.0577,-112.465,22,1
346,2023/04/25 00:00:00,2023/04/25 13:42:58,2023/04/25 19:42:58,2023/04/25 12:42:58,54.1961,-112.4043,-37,3
347,2023/04/25 00:00:00,2023/04/25 13:42:58,2023/04/25 19:42:58,2023/04/25 12:42:58,54.6076,-112.5568,-10,1
348,2023/04/25 00:00:00,2023/04/25 13:44:02,2023/04/25 19:44:02,2023/04/25 12:44:02,54.2138,-112.3899,-36,3
349,2023/04/25 00:00:00,2023/04/25 13:44:03,2023/04/25 19:44:03,2023/04/25 12:44:03,54.2165,-112.4336,11,3
350,2023/04/25 00:00:00,2023/04/25 13:45:15,2023/04/25 19:45:15,2023/04/25 12:45:15,54.2859,-112.4957,-61,1
351,2023/04/25 00:00:00,2023/04/25 13:45:57,2023/04/25 19:45:57,2023/04/25 12:45:57,54.302,-112.4876,-66,5
352,2023/04/25 00:00:00,2023/04/25 13:46:09,2023/04/25 19:46:09,2023/04/25 12:46:09,54.1343,-112.4425,-11,1
353,2023/04/25 00:00:00,2023/04/25 13:46:09,2023/04/25 19:46:09,2023/04/25 12:46:09,54.1351,-112.4795,-12,1
354,2023/04/25 00:00:00,2023/04/25 13:47:07,2023/04/25 19:47:07,2023/04/25 12:47:07,54.2012,-112.4184,-23,3
355,2023/04/25 00:00:00,2023/04/25 13:48:43,2023/04/25 19:48:43,2023/04/25 12:48:43,54.1468,-112.2902,-11,1
356,2023/04/25 00:00:00,2023/04/25 13:49:42,2023/04/25 19:49:42,2023/04/25 12:49:42,54.2355,-112.3784,-7,1
357,2023/04/25 00:00:00,2023/04/25 13:50:12,2023/04/25 19:50:12,2023/04/25 12:50:12,54.1994,-112.3354,-14,0
358,2023/04/25 00:00:00,2023/04/25 13:50:32,2023/04/25 19:50:32,2023/04/25 12:50:32,54.1451,-112.3165,-18,0
359,2023/04/25 00:00:00,2023/04/25 13:50:54,2023/04/25 19:50:54,2023/04/25 12:50:54,54.2134,-112.3341,-13,0
360,2023/04/25 00:00:00,2023/04/25 13:50:56,2023/04/25 19:50:56,2023/04/25 12:50:56,54.0706,-112.5244,-49,3
361,2023/04/25 00:00:00,2023/04/25 13:52:36,2023/04/25 19:52:36,2023/04/25 12:52:36,54.174,-112.3265,-10,0
362,2023/04/25 00:00:00,2023/04/25 13:54:25,2023/04/25 19:54:25,2023/04/25 12:54:25,54.1985,-112.2242,-37,1
363,2023/04/25 00:00:00,2023/04/25 13:55:08,2023/04/25 19:55:08,2023/04/25 12:55:08,54.0922,-112.3027,-22,1
364,2023/04/25 00:00:00,2023/04/25 13:55:08,2023/04/25 19:55:08,2023/04/25 12:55:08,54.1965,-112.2703,-12,1
365,2023/04/25 00:00:00,2023/04/25 13:56:13,2023/04/25 19:56:13,2023/04/25 12:56:13,54.2077,-112.2685,-10,0
366,2023/04/25 00:00:00,2023/04/25 13:56:53,2023/04/25 19:56:53,2023/04/25 12:56:53,54.771,-111.5498,30,1
367,2023/04/25 00:00:00,2023/04/25 13:57:18,2023/04/25 19:57:18,2023/04/25 12:57:18,54.2165,-112.2471,-15,2
368,2023/04/25 00:00:00,2023/04/25 14:00:41,2023/04/25 20:00:41,2023/04/25 13:00:41,53.7764,-112.4779,-12,0
369,2023/04/25 00:00:00,2023/04/25 14:02:20,2023/04/25 20:02:20,2023/04/25 13:02:20,53.7619,-112.382,-14,1
370,2023/04/25 00:00:00,2023/04/25 14:08:12,2023/04/25 20:08:12,2023/04/25 13:08:12,53.6758,-112.5293,-9,0
371,2023/04/25 00:00:00,2023/04/25 14:24:13,2023/04/25 20:24:13,2023/04/25 13:24:13,57.9335,-111.8232,-12,1
372,2023/04/25 00:00:00,2023/04/25 14:24:13,2023/04/25 20:24:13,2023/04/25 13:24:13,57.956,-111.8065,-11,1
373,2023/04/25 00:00:00,2023/04/25 14:26:37,2023/04/25 20:26:37,2023/04/25 13:26:37,57.961,-111.8349,-15,1
374,2023/04/25 00:00:00,2023/04/25 14:26:37,2023/04/25 20:26:37,2023/04/25 13:26:37,57.9413,-111.8195,-12,1
375,2023/04/25 00:00:00,2023/04/25 14:29:50,2023/04/25 20:29:50,2023/04/25 13:29:50,58.7223,-114.016,9,1
376,2023/04/25 00:00:00,2023/04/25 14:29:50,2023/04/25 20:29:50,2023/04/25 13:29:50,58.7279,-114.0384,98,1
377,2023/04/25 00:00:00,2023/04/25 14:49:21,2023/04/25 20:49:21,2023/04/25 13:49:21,58.7897,-113.5133,-5,1
378,2023/04/25 00:00:00,2023/04/25 14:49:21,2023/04/25 20:49:21,2023/04/25 13:49:21,58.8486,-113.5784,-6,1
379,2023/04/25 00:00:00,2023/04/25 14:53:08,2023/04/25 20:53:08,2023/04/25 13:53:08,58.8658,-113.6163,11,0
380,2023/04/25 00:00:00,2023/04/25 14:58:36,2023/04/25 20:58:36,2023/04/25 13:58:36,58.9433,-113.2324,-13,1
381,2023/04/25 00:00:00,2023/04/25 15:05:03,2023/04/25 21:05:03,2023/04/25 14:05:03,58.9643,-113.5065,-10,1
382,2023/04/25 00:00:00,2023/04/25 15:06:26,2023/04/25 21:06:26,2023/04/25 14:06:26,59.1026,-112.7654,30,1
383,2023/04/25 00:00:00,2023/04/25 15:08:07,2023/04/25 21:08:07,2023/04/25 14:08:07,58.9427,-113.2597,-24,0
384,2023/04/25 00:00:00,2023/04/25 15:08:12,2023/04/25 21:08:12,2023/04/25 14:08:12,58.5922,-114.9534,-26,1
385,2023/04/25 00:00:00,2023/04/25 15:09:14,2023/04/25 21:09:14,2023/04/25 14:09:14,58.9065,-113.686,-31,0
386,2023/04/25 00:00:00,2023/04/25 15:12:03,2023/04/25 21:12:03,2023/04/25 14:12:03,58.5218,-112.1087,-25,0
387,2023/04/25 00:00:00,2023/04/25 15:12:16,2023/04/25 21:12:16,2023/04/25 14:12:16,58.9964,-113.5713,-29,4
388,2023/04/25 00:00:00,2023/04/25 15:13:00,2023/04/25 21:13:00,2023/04/25 14:13:00,58.5174,-112.1217,9,0
389,2023/04/25 00:00:00,2023/04/25 15:15:06,2023/04/25 21:15:06,2023/04/25 14:15:06,58.9657,-113.2382,8,0
390,2023/04/25 00:00:00,2023/04/25 15:16:31,2023/04/25 21:16:31,2023/04/25 14:16:31,58.7334,-115.8956,-12,1
391,2023/04/25 00:00:00,2023/04/25 15:19:25,2023/04/25 21:19:25,2023/04/25 14:19:25,59.0666,-113.5576,-9,0
392,2023/04/25 00:00:00,2023/04/25 15:21:14,2023/04/25 21:21:14,2023/04/25 14:21:14,58.9901,-113.3374,19,0
393,2023/04/25 00:00:00,2023/04/25 15:22:34,2023/04/25 21:22:34,2023/04/25 14:22:34,58.9847,-113.2892,-32,2
